title,city/area,block/sector,bedroom,bathroom,sqrtFeet,price
This Wonderful Flat Is Set For Rent With An Amazing Floor Plan Which Is 1250 Sq Ft In..., Mirpur,Dakkhin Paikpara,3,3,1150.0,4870000.0
Comfy Residence Is For Rent In Bangshal With Satisfactory Price.,,Bangshal,2,1,1125.0,4775000.0
Spacious 4000 Sq Ft Ready Apartment For Rent In Baridhara, Baridhara,Block K,4,5,1320.0,6000000.0
1800 SFT Modern Apartment For Rent At Uttara 12, Uttara,Sector 12,3,4,1329.0,6645000.0
"1400 Sq Ft Apartment For Rent In Banasree, Block G", Banasree,Block G,3,3,2200.0,17500000.0
A 3 Bedroom And 1200 Sq Ft Properly Developed Flat For Rent In Khilkhet Very Close To...,,Khilkhet,3,3,1515.0,7500000.0
Vast 3500 Sq Ft Flat Available For Rent In Bashundhara R-A, Bashundhara R-A,Block C,4,4,1000.0,7000000.0
Explore This 1250 Sq Ft Apartment For Rent In Malibagh, Malibagh,Malibagh Chowdhury Para,3,3,955.0,5000000.0
"3500 Sq Ft Flat With 4 Bedrooms Is Available For Rent In Bashundhara R-a, Block C", Bashundhara R-A,Block C,4,4,2140.0,16000000.0
"Start Residing In This 2750 Sq Ft, Properly Developed Apartment For Rent, In Baridhar...", Baridhara,Block K,3,3,1254.0,5500000.0
"Visit This 1200 Square Feet Residential Flat For Rent In Uttar Badda, Progati Sarani", Badda,Uttar Badda,3,3,1410.0,7000000.0
"If You Are Planning To Move To A Suitable Place, This 1800 Sq Ft Flat Available For R...", Uttara,Sector 6,3,3,860.0,4500000.0
"1400 Sq Ft Flat For Rent In The Great Placement Of Bashundhara R-a, Block I", Bashundhara R-A,Block I,3,3,1300.0,5000000.0
A Nicely Planned &amp; Spacious 1800 Sq Ft Flat Is Up For Rent In Uttara Near Uttara ..., Uttara,Sector 6,3,3,1300.0,5000000.0
"A Ready, Well Decorated 1400 Sq Ft Flat Is Up For Renting Purpose In Faydabad, Dakshi...", Dakshin Khan,Faydabad,3,3,1459.0,13500000.0
"Well developed and nicely planned 1415 SQ FT flat is up for rent in Uttara, Sector 11...", Uttara,Sector 11,3,3,1200.0,6050000.0
"This Vacant Apartment Of 900 Sq Ft Situated In West Malibag, Is Up For Rent", Malibagh,West Malibag,2,3,2150.0,18500000.0
"A Flat For Residential Purpose In The Hub Of Uttara 7 With 1600 Sq Ft, Is Up For Rent...", Uttara,Sector 7,3,3,1050.0,6000000.0
"Start A New Home, In This 1135 Sq Ft Flat For Rent In Kalabagan, Lake Circus Road", Kalabagan,Lake Circus Road,3,3,1280.0,7680000.0
"Now You Can Afford To Dwell Well, Check This 3 Bedroom Apartment At Block K, Pallabi ...", Mirpur,Pallabi,3,2,1200.0,7000000.0
"A nice residential flat of 750 SQ FT, for rent, can be found in Abdul Hadi Lane",,Bangshal,2,2,1075.0,4062500.0
Take This 1350 Sq Ft Flat For Rent At Merul Badda Area Nearby Police Plaza Concord Sh..., Badda,Merul Badda,3,3,550.0,2310000.0
Ready Flat Of 1350 Sq Ft Is Now For Rent In Malibagh Nearby Shohagh Bus Depot, Malibagh,Malibag Bazar Rd,3,3,1250.0,7500000.0
A Must See 950 Sq Ft South Facing Apartment For Rent Is All Set For You To Settle In ..., Uttara,Sector 14,3,2,2255.0,22000000.0
"Start Residing In This 1700 Sq Ft, Properly Developed Flat For Rent, In Uttara, Near ...", Uttara,Sector 9,3,4,765.0,5207500.0
1200 Sq Ft Nice Apartment For Rent In Uttara-12, Uttara,Sector 12,2,3,1180.0,7500000.0
"Pursue This 1100 Sq Ft Apartment For Rent In Banasree, Block G", Banasree,Block G,3,2,956.0,5800000.0
Remarkable 3850 Sq Ft Ready Apartment For Rent In Gulshan 2, Gulshan,Gulshan 2,4,4,1465.0,8600000.0
Offering You Nice 1800 Sq Ft Apartment To Rent In Sutrapur, Sutrapur,Tikatuli,3,3,1400.0,6300000.0
3100 SFT Apt. | Well Maintained | Ready To Move In, Bashundhara R-A,Block C,4,5,1400.0,6300000.0
"Lovely Apartment Of 3 Bedroom Is Up For Rent In Block E, Aftab Nagar", Aftab Nagar,Block E,3,3,1350.0,8125000.0
"In Baridhara, Near Bloom Field School, A Distinctive Flat Is Available For Rent", Baridhara,Road No 10,3,4,1400.0,8400000.0
Apartment for Rent in Banasree nearby Central Mosque, Banasree,Block A,3,2,1400.0,8400000.0
"3100 SQ FT apartment for rent near Gulshan 1 DCC Market, in Gulshan 1", Gulshan,Gulshan 1,4,4,1000.0,7500000.0
"1400 Sq Ft Apartment Is Ready For Rent In Aftab Nagar, Block F", Aftab Nagar,Block F,3,3,1680.0,13400000.0
"In The Location Of Aftab Nagar, 3-Bedroom Apartment Is Up To Rent", Aftab Nagar,Block F,3,3,1410.0,13800000.0
Grab This 2800 Sq Ft Spacious Apartment For Rent In North Shahjahanpur, Shahjahanpur,North Shahjahanpur,3,3,1500.0,21500000.0
1400 Sq Ft Decent Apartment For Rent In Middle Badda, Badda,Middle Badda,3,3,810.0,4500000.0
3 Bedroom Residence | Ready To Rent In Aftab Nagar, Aftab Nagar,Block F,3,3,1187.0,10500000.0
Ready To Rent | Well-maintained 1400 Sq ft Apartment In Aftab Nagar, Aftab Nagar,Block F,3,3,2343.0,22000000.0
"1100 Sq Ft Apartment Is Ready For Rent In Banasree, Block B", Banasree,Block B,3,3,925.0,4440000.0
"Take Rent This 3 Bedroom Nice Flat For Living A Pleasant Life In Block E, Aftab Nagar", Aftab Nagar,Block E,3,3,900.0,4320000.0
"Get Ready To Rent This Ideally Maintained 3 Bedroom Apartment Located In Block E, Aft...", Aftab Nagar,Block E,3,3,900.0,4320000.0
An Apartment Of 2200 Sft Which Is Up For Rent At Bashundhara R-a Near To Apollo Hospi..., Bashundhara R-A,Block A,3,5,1175.0,6300000.0
"This Ready Apartment At Nikunja 2, Near Rupali Bank Limited Is Up For Rent.", Nikunja,Nikunja 2,2,2,1400.0,12500000.0
1650 Sq Ft Apartment Is Ready To Rent In Aftab Nagar, Aftab Nagar,Block D,3,3,3195.0,34100000.0
Apartment For Rent In Aftab Nagar Near Ewu, Aftab Nagar,Block A,3,4,1550.0,17000000.0
Fabulous 2750 Sq Ft Apartment For Rent In Gulshan, Gulshan,Gulshan 2,4,4,1800.0,38000000.0
"Look At This Nice 1000 Sq Ft Flat Is Up For Rent At Al-madina Road, East Ahmed Nagar", Mirpur,Ahmed Nagar,3,2,1400.0,6300000.0
"1500 Sq Ft Convenient Apartment For Rent In Block E, Bashundhara R/A", Bashundhara R-A,Block E,3,3,2100.0,14000000.0
Make Your Move To This Charming 1150 Sq Ft Flat For Rent In Bashundhara R-A, Bashundhara R-A,Block L,3,3,1553.0,16500000.0
"Find Your Desired Home At This 2300 Sq Ft Well Featured Flat For Rent At Block C, Aft...", Aftab Nagar,Block C,4,4,600.0,3000000.0
We Have A Ready Flat For Rent In Bashundhara Nearby Apollo Hospital, Bashundhara R-A,Block A,3,4,1100.0,5200000.0
Acquire This 1500 Sq Ft House For Your New Residence In A Nice Location Of Uttara Sec..., Uttara,Sector 10,3,3,1705.0,16900000.0
"Create Your Residence In This 2200 Sq Ft Flat Set To Rent In Bashundhara R-a, Block A", Bashundhara R-A,Block A,3,5,2105.0,19500000.0
An Apartment Is Up For Rent At Bashundhara R-a Near To Apollo Hospital, Bashundhara R-A,Block A,3,4,1820.0,18000000.0
Get Ready To Move Into This 1480 Sq Ft Flat For Rent In Bashundhara R-a, Bashundhara R-A,Block E,3,3,1505.0,13500000.0
"A Newly-built 1480 Sq Ft Flat Is For Rent In Bashundhara R-a, Block E", Bashundhara R-A,Block E,3,3,650.0,3100000.0
Ready To Rent | Well-maintained 1450 Sq ft Apartment In Aftab Nagar, Aftab Nagar,Block E,3,3,1397.0,8000000.0
Modern 1250 Sq Ft Apartment Available For Rent In Uttar Badda, Badda,Uttar Badda,3,3,1300.0,8000000.0
"Visit This 1700 Sq Ft Apartment For Rent In Banasree, Block C", Banasree,Block C,3,3,1320.0,9130000.0
"Live A Lavish Life In This 2100 Square Feet Flat For Rent In Bashundhara R-a, Block D", Bashundhara R-A,Block D,3,3,1000.0,7700000.0
"2100 Square Feet Flat Of Great Quality Is Up For Rent In Bashundhara R-a, Block D", Bashundhara R-A,Block D,3,3,650.0,2100000.0
Standard 1330 Sq Ft Residential Apartment For Rent In Aftab Nagar, Aftab Nagar,Block E,3,3,650.0,2000000.0
"At Paltan, flat for Rent close to Paltan Tower", Motijheel,Purana Paltan,3,3,1000.0,4000000.0
4500 Sq Ft Beautiful Flat Is Available For Rent In Gulshan 2 Near To Six Seasons, Gulshan,Gulshan 2,4,4,1425.0,8537500.0
Visit This 1300 Sq Ft Residence Is Vacant For Rent In Bangshal, Bangshal,Agamasi Lane,3,4,1425.0,8537500.0
Noticeable 1500 Sq Ft Flat Available For Rent In Bashundhara, Bashundhara R-A,Block G,3,3,1276.0,4000000.0
1350 Sq Ft Apartment For Rent In Aftab Nagar, Aftab Nagar,Block E,3,3,1500.0,9500000.0
"Meet With A Fascinating 950 Sq Ft Ready Flat For Rent In Block J, Banasree", Banasree,Block J,3,2,800.0,3700000.0
Reside In This 1750 Sq Ft Flat For Rent In Uttara-10, Uttara,Sector 10,3,3,1100.0,9500000.0
1800 SFT Modern Apartment For Rent At Uttara 12, Uttara,Sector 12,3,4,1175.0,6500000.0
"1400 Sq Ft Apartment For Rent In Banasree, Block G", Banasree,Block G,3,3,1300.0,8190000.0
"We Offer You A 700 Sq Ft Well Featured Flat Which Is Up For Rent, In Konapara", Demra,Konapara,2,2,1200.0,7500000.0
In The Location Of Banasree An Apartment Is For Rent Near Goni Bag Jame Mosjid, Banasree,Block G,3,3,1155.0,7430000.0
A Reasonable 2000 Sq. Ft And 3 Bedroom Apartment For Rent In Bashundhara R-a Near Apo..., Bashundhara R-A,Block A,3,4,1335.0,10000000.0
"Dwell In This 1400 Sq Ft Apartment Ready For Rent In Aftab Nagar, Block A", Aftab Nagar,Block A,3,3,1350.0,9450000.0
Spacious 2200 Sq Ft Residential Apartment For Rent In Uttara 11, Uttara,Sector 11,4,4,815.0,4200000.0
Take Rent This 1200 Sq Ft Nice Flat For Living A Pleasant Life In North Shahjahanpur, Shahjahanpur,North Shahjahanpur,3,3,1250.0,11500000.0
"Focus On Renting A Home For Your Family Like This 1500 Sq Ft Apartment In Block B, Ba...", Banasree,Block B,4,3,1100.0,5500000.0
A Very Nice 1050 Sq Ft Flat Is Now Available For Rent Nearby Pc Culture Housing Socie..., Mohammadpur,PC Culture Housing,3,2,1400.0,10500000.0
1250 Sq Ft Apartment For Rent In Paikpara With All Facilities, Mirpur,Ahmed Nagar,3,3,700.0,2500000.0
"We Bring You A Beautiful And Distinct Flat Of 1350 Sq Ft For Rent In Sector 7, Uttara", Uttara,Sector 7,3,2,1245.0,4500000.0
Remarkable Semi Furnished Flat Of 5000 Sq Ft Is Up For Rent In Gulshan 2, Gulshan,Gulshan 2,4,4,850.0,5100000.0
5000 Sq Ft Apartment With 4 Bedrooms Is Set For Rent In Gulshan 2, Gulshan,Gulshan 2,4,4,1451.0,7500000.0
3500 Square Feet Apartment With 4 Bedrooms For Rent In Gulshan 1, Gulshan,Gulshan 1,4,4,780.0,3120000.0
This 1450 Square Feet Flat Assures To Provide You With Better Homely Affairs At Block..., Bashundhara R-A,Block G,3,3,650.0,3000000.0
"A nice residential flat of 750 SQ FT, for rent, can be found in Abdul Hadi Lane",,Bangshal,2,2,1250.0,4500000.0
"Now You Can Afford To Dwell Well, Check This 3 Bedroom Apartment At Block K, Pallabi ...", Mirpur,Pallabi,3,2,1260.0,5796000.0
Offering you well constructed 700 SQ FT nice apartment to Rent in Mohammadpur, Mohammadpur,Humayun Road,2,2,1400.0,7000000.0
"Checkout This 1250 Sq Ft Flat For Rent In Bashundhara R-a, Block J", Bashundhara R-A,Block J,3,3,1070.0,3800000.0
"Deal With This 1250 Sq Ft Flat For Rent In Bashundhara R-a, Block J", Bashundhara R-A,Block J,3,3,650.0,2300000.0
1240 Sq Ft Nicely-planned Apartment Is Available For Rent In Middle Badda, Badda,Middle Badda,3,3,1250.0,9000000.0
Comfy Residence Is For Rent In Bangshal With Satisfactory Price.,,Bangshal,2,1,900.0,4000000.0
Vast 3500 Sq Ft Flat Available For Rent In Bashundhara R-A, Bashundhara R-A,Block C,4,4,1460.0,11000000.0
Explore This 1250 Sq Ft Apartment For Rent In Malibagh, Malibagh,Malibagh Chowdhury Para,3,3,909.0,4500000.0
"3500 Sq Ft Flat With 4 Bedrooms Is Available For Rent In Bashundhara R-a, Block C", Bashundhara R-A,Block C,4,4,938.0,4000000.0
"Visit This 1200 Square Feet Residential Flat For Rent In Uttar Badda, Progati Sarani", Badda,Uttar Badda,3,3,850.0,3500000.0
"This 1755 Sq Ft Flat Is Up For Rent Within Your Affordability, Is Located At Block E,...", Aftab Nagar,Block E,3,3,1085.0,6000000.0
"Deal With This 1200 Sq Ft Apartment Ready For Rent In Mirpur, Ahmed Nagar, Paikpara", Mirpur,Ahmed Nagar,3,3,1000.0,6500000.0
"Start Residing In This 2750 Sq Ft, Properly Developed Apartment For Rent, In Baridhar...", Baridhara,Block K,3,3,1850.0,14800000.0
Lovely 1200 Sq Ft Home Is Available To Rent In Uttara, Uttara,Sector 3,2,2,800.0,4000000.0
Ready 1700 SQ FT apartment is now to Rent in South Kallyanpur, Mirpur,Kallyanpur,3,3,1375.0,12000000.0
A 2045 Sq. Ft Apartment Which Is Up For Rent At Bashundhara R-a Near To Chapra Masjid, Bashundhara R-A,Block H,3,4,1200.0,7000000.0
"An Appropriate 1400 Sq Ft Residence Is Prepared To Be Rented At Ring Road, Shyamoli", Shyamoli,Ring Road,3,4,1150.0,6000000.0
2200 Sq Ft Apartment Is Ready For Rent In Banasree, Banasree,South Banasree Project,4,3,1120.0,6000000.0
2250 Sq Ft Properly Developed Flat For Rent In Bashundhara R-a-block J, Bashundhara R-A,Block J,4,4,1240.0,9000000.0
Don’t Waste Your Valuable Time! You Can Take This 1250 Sq Ft Apartment For Rent In Ba..., Bashundhara R-A,Block K,3,3,2450.0,31000000.0
Spaciously Designed And Strongly Structured This 1880 Sq.ft Apartment Is Now Vacant F..., Mohammadpur,Shahjahan Road,3,4,1610.0,23000000.0
"You Will Feel Joyous By Living In This 1300 Sq Ft Flat For Rent In Bashundhara R-a, B...", Bashundhara R-A,Block J,3,3,2700.0,27000000.0
This 1450 Square Feet Flat Assures To Provide You With Better Homely Affairs At Block..., Bashundhara R-A,Block G,3,3,1634.0,9800000.0
Comfortability All Around In This 1500 Sq.Ft Uttara-9 Flat Which Is Up For Rent., Uttara,Sector 9,3,4,1800.0,16000000.0
"An Apartment Is Ready For Rent At Banasree , Near National Ideal School Bhaban-3", Banasree,Block A,3,2,1200.0,11500000.0
Commodious 1900 Sq Ft Residential Apartment For Rent In Cantonment, Cantonment,Road No 2A,3,4,1250.0,6500000.0
"1100 Sq Ft Great Apartment Is Ready To Rent In Mirpur DOHS, Avenue 8", Mirpur,Mirpur DOHS,2,3,1850.0,17500000.0
Economical 1650 Square Feet Flat For Rent In Mirpur, Mirpur,Section 11,3,3,1400.0,7000000.0
Affordable And Cozy 3 Bedroom Flat Is Up For Rent Very Near To Uttara Central Mosque., Uttara,Sector 4,3,4,785.0,8250000.0
Your New Home Is Waiting For You In This Lovely Apartment Of 1500 Sq Ft Is Ready For ..., Bashundhara R-A,Block B,3,4,2000.0,17000000.0
"At Sohrawardy Avenue, Flat For Rent Close To Baridhara Jame Masjid", Baridhara,Block K,4,4,1300.0,10500000.0
See This Flat For Rent In Gulshan Near American Standard International School, Gulshan,Gulshan 2,3,3,1450.0,8600000.0
Check This Apartment Up For Rent At West Shewrapara Near East West International Scho..., Mirpur,West Shewrapara,2,2,1553.0,9200000.0
"An Apartment Is Ready For Rent At Nikunja 2, Near Residential Laboratory College", Nikunja,Nikunja 2,3,3,800.0,5300000.0
2700 Sq Ft Full Furnished Flat For Rent In Dhanmondi, Dhanmondi,Road No 8A,3,3,1480.0,10000000.0
1100 Sq Ft Flat With 3 Bedrooms Is Up For Rent In Mohammadpur, Mohammadpur,Mohammadi Housing LTD.,3,3,1930.0,17000000.0
"1500 Square Feet Apartment Is For Rent In Kalabagan, Dolphin Goli Road", Kalabagan,Dolphin Goli Road,3,3,1460.0,9000000.0
Reasonable 1375 Sq Ft Residential Apartment For Rent In Kallyanpur, Mirpur,Kallyanpur,3,3,1554.0,11500000.0
Live In This 1250 Sq Ft Apartment Ready To Rent In Mirpur-12, Mirpur,Section 12,3,3,800.0,4445000.0
1700 Square Feet Apartment For Rent In Mirpur, Mirpur,Pirerbag,3,4,1970.0,21000000.0
"1500 Square Feet Apartment Is For Rent In The Nice Area Of Shyamoli, Mirpur Road", Shyamoli,Mirpur Road,3,3,1850.0,16000000.0
"Meet With A Fascinating 1100 Sq Ft Ready Flat For Rent In Nobodoy Housing Society, Mo...", Mohammadpur,Nobodoy Housing Society,3,3,1517.0,11000000.0
Spacious Layout | Well Maintained | Full furnished | Ready To Move In, Gulshan,Gulshan 2,4,3,1120.0,7500000.0
"This 1495 Sq Ft Flat Is Up For Rent Within Your Affordability, Is Located At Block F,...", Banasree,Block F,4,3,2142.0,20500000.0
We Are Ready To Provide You With A 1200 Sq Ft Flat To Rent In Badda, Badda,Shahjadpur,3,3,1425.0,8500000.0
Besides Bashundhara Boro Masjid A 2318 Square Feet Residential Apartment Is Up For Re..., Bashundhara R-A,Block D,3,4,2390.0,33500000.0
A Contemporary Cozy Full Furnished Flat Of 2400 Sq Ft Is Up For Rent Is Situated At G..., Gulshan,Gulshan 2,3,4,1600.0,10400000.0
1100 Square Feet Flat Is For Rent In Uttara-14, Uttara,Sector 14,3,2,1695.0,16500000.0
"Pursue This 1400 Sq Ft Flat Up For Rent In Mohammadpur, Mohammadi Housing Ltd.", Mohammadpur,Mohammadi Housing LTD.,3,2,945.0,6500000.0
Reside In This 1400 Sq Ft Flat Ready For Rent In Mohammadpur, Mohammadpur,Mohammadi Housing LTD.,3,2,1250.0,8500000.0
"1000 Square Feet Apartment Is For Rent In Mirpur, West Shewrapara", Mirpur,West Shewrapara,2,2,1280.0,7000000.0
Impressive Apartment Of 2600 Sq Ft Is Up For Rent In Gulshan 1, Gulshan,Gulshan 1,3,4,840.0,4800000.0
Dwell In This 1255 Sq Ft Apartment Ready For Rent In Mirpur-1, Mirpur,Section 1,3,3,2250.0,21500000.0
Great News! This 2200 Sq Ft Home For Rent In Bashundhara R-a Which Can Be Your Next D..., Bashundhara R-A,Block J,3,3,950.0,5000000.0
Appealing Property In Mirpur 1st Colony – 1200 Sq Ft Flat For Rent, Mirpur,1st Colony,3,3,1913.0,19700000.0
In Shah Ali Bag This Apartment Is Up For Rent Which Is 1300 Sq Ft, Mirpur,Section 1,3,3,1650.0,14500000.0
We Are Offering A Reasonably Priced Flat For Rent Which Is Featuring 1520 Sq Ft Space..., Agargaon,West Agargaon,3,3,1000.0,7300000.0
This Beautiful Flat Of 1530 Sq Ft Is Greatly Affordable And Will Come Within Your Bud..., Agargaon,West Agargaon,3,3,1290.0,6500000.0
"1300 Square Feet Apartment For Rent In Adabor, Mansurabad Housing Society", Adabor,Mansurabad Housing Society,3,3,1180.0,7000000.0
Beautiful 1550 Sq Ft Flat Is Ready For Rent At Uttara Nearby South Breeze School, Uttara,Sector 11,3,3,1235.0,11800000.0
Ready To Rent | Well-maintained 2200 Sq ft Apartment In Banasree, Banasree,South Banasree Project,4,3,1400.0,11500000.0
A Spacious 2600 Sq Ft Apartment For Rent In Uttara-12, Uttara,Sector 12,3,4,1250.0,5600000.0
Modest 1442 Square feet Apartment For Rent in Adabor, Adabor,Baitul Aman Housing Society,3,3,1350.0,6500000.0
1200 Square Feet Great Apartment For Rent In Baitul Aman Housing Society, Adabor,Baitul Aman Housing Society,3,2,1250.0,8500000.0
1400 Sq Ft Apartment Is Ready For Rent In Aftab Nagar, Aftab Nagar,Block D,3,4,2200.0,18500000.0
A Great Home Of 1300 Sq Ft Is Up For Rent In Aftab Nagar, Aftab Nagar,Block E,3,3,1560.0,14000000.0
"1000 Sq Ft Convenient Apartment Is Ready For Rent In Mirpur, Kallyanpur", Mirpur,Kallyanpur,3,2,680.0,4000000.0
Check This Apartment Up For Rent At Gulshan 2 Near Gulshan Wasa Tank., Gulshan,Gulshan 2,4,4,1225.0,8000000.0
"2550 Sq Ft Spacious Apartment For Rent In Baridhara, Block K", Baridhara,Block K,4,5,1300.0,7400000.0
"A Beautiful Ready Flat With 3 Bedrooms Is Available For Rent At PC Culture Housing, M...", Mohammadpur,PC Culture Housing,3,3,1245.0,7100000.0
"2900 Sq.ft Spacious Apartment Is Up For Rent In Block K, Baridhara", Baridhara,Block K,3,3,1720.0,14000000.0
Flat for rent in Taltola near BRAC Bank Limited | ATM Booth,,Agargaon,3,3,1245.0,7300000.0
A 1780 Sq Ft Apartment Is Available For Rent At Uttara Nearby Singapore International..., Uttara,Sector 9,3,4,1000.0,4500000.0
3500 Sq Ft Apartment For Rent At Gulshan 1, Gulshan,Gulshan 1,4,4,1350.0,6500000.0
2500 Sq Ft Furnished Apartment For Rent At Gulshan 1, Gulshan,Gulshan 1,4,4,1060.0,6900000.0
Offering You An Excellent 1800 Sq Ft Flat For Rent In Gulshan 1, Gulshan,Gulshan 1,3,3,1750.0,12000000.0
Consider moving into this apartment of 1700 SQ FT in Baridhara for rent, Baridhara,Block K,4,3,1605.0,13500000.0
1600 Sq Ft Flat With 3 Bedrooms Is Ready For Rent In Aftab Nagar, Aftab Nagar,Block B,3,3,1160.0,6880000.0
Secure Your Dream Flat Of 1250 Sq Ft In Bashundhara R-A Today!, Bashundhara R-A,Block J,3,3,1000.0,6000000.0
Offering You Nice 1400 Sq Ft Apartment To Rent In Banasree, Banasree,Block E,3,3,1150.0,6700000.0
Modest 1456 Square Feet Apartment For Rent In Adabor, Adabor,Baitul Aman Housing Society,3,3,1650.0,12500000.0
"Modest 1450 Square Feet Apartment For Rent In Mohammadpur, Pc Culture Housing", Mohammadpur,PC Culture Housing,3,3,1722.0,14000000.0
Ready To Rent | Well-maintained 1463 Sq Ft Apartment In Shyamoli, Shyamoli,Mohonpur Road,3,4,1375.0,8400000.0
"1400 Square Feet Apartment For Rent In Adabor, Baitul Aman Housing Society", Adabor,Baitul Aman Housing Society,3,3,1450.0,12000000.0
"At Kallyanpur, A Suitable Flat Is Up For Rent Which Is 1250 Sq Ft", Mirpur,Kallyanpur,3,3,1115.0,6700000.0
4220 Sq Ft Semi Furnished Apartment At Gulshan Nearby Pharmacy Plus Is Up For Rent, Gulshan,Gulshan 2,3,4,1180.0,6600000.0
Notable 2430 Square Feet Residential Apartment For Rent In Banani, Banani,Road No 12,3,3,1600.0,7500000.0
A Great Residence For Renting Purposes With A Space Of 1850 Sq Ft Is Available In Bas..., Bashundhara R-A,Block L,3,4,1518.0,12400000.0
"Pursue This 1350 Square Feet Apartment For Rent In Mirpur, Pirerbag", Mirpur,Pirerbag,3,3,1250.0,8000000.0
"Modest 1450 Square Feet Apartment For Rent In Mohammadpur, Pc Culture Housing", Mohammadpur,PC Culture Housing,3,3,1250.0,5600000.0
"1400 Square Feet Apartment For Rent In Adabor, Baitul Aman Housing Society", Adabor,Baitul Aman Housing Society,3,3,1290.0,7700000.0
Ready To Rent | Well-maintained 1463 Sq Ft Apartment In Shyamoli, Shyamoli,Mohonpur Road,3,4,1290.0,7795000.0
1200 Square Feet Great Apartment For Rent In Baitul Aman Housing Society, Adabor,Baitul Aman Housing Society,3,2,1450.0,8000000.0
In The Location Of Darussalam An Apartment Of 1390 Sq.Ft Is For rent., Mirpur,Darussalam,3,3,950.0,5000000.0
1400 Sq Ft Apartment Is Ready For Rent In Aftab Nagar, Aftab Nagar,Block D,3,4,1314.0,7800000.0
A Great Home Of 1300 Sq Ft Is Up For Rent In Aftab Nagar, Aftab Nagar,Block E,3,3,1250.0,8500000.0
A 1870 Square Feet Residential Flat For Rent At Bashundhara R-a - Block G, Bashundhara R-A,Block G,3,3,1920.0,10500000.0
"View This 4000 Sq Ft Apartment For Rent In Baridhara, Block K", Baridhara,Block K,4,4,1250.0,7500000.0
"1200 Square Feet Apartment For Rent In Adabor, Baitul Aman Housing Society", Adabor,Baitul Aman Housing Society,3,3,1550.0,9500000.0
For Rental Purpose 1887 Sq Ft Flat Is Now Up For Rent In Bashundhara R/a Close To Mez..., Bashundhara R-A,Block A,3,4,1800.0,18000000.0
Grab This 3500 Sq Ft Apartment Ready For Rent In Banani Dohs, Banani DOHS,Road No 4,3,4,1530.0,11500000.0
"Choose your destination, 4000 SQ FT flat which is available for Rent in Gulshan near ...", Gulshan,Gulshan 2,3,4,2600.0,13500000.0
This 1200 Sq Ft Flat For Rent Is Located In Bashundhara R-A, Bashundhara R-A,Block K,3,3,1450.0,14500000.0
Extravagant 3800 Sq Ft Ready Apartment For Rent In Baridhara, Baridhara,Block K,4,5,1400.0,7500000.0
Notable 2430 Square Feet Residential Apartment For Rent In Banani, Banani,Road No 12,3,3,1150.0,7000000.0
"A Beautiful Ready Flat With 3 Bedrooms Is Available For Rent At PC Culture Housing, M...", Mohammadpur,PC Culture Housing,3,3,1250.0,8000000.0
A well-constructed 1450 SQ FT flat is ready to Rent in New Market, New Market,Elephant Road,3,3,1150.0,8200000.0
Ready For A Spectacular Residential Property To Rent? This One&#039;s Located In Bash..., Bashundhara R-A,Block F,3,3,1180.0,6500000.0
Reach The Zenith Of Lifestyles By Picking This 3 Bedroom Residence For Rent In Uttara..., Uttara,Sector 7,3,3,1450.0,7000000.0
1050 Sq Ft Flat Is Up For Rent In Mohammadpur Near To Winsome School &amp; College, Mohammadpur,Nobodoy Housing Society,3,3,1700.0,6500000.0
"Make This 1500 Sq Ft Flat Your Next Residing Location, Which Is Up To Rent In Bashund...", Bashundhara R-A,Block G,3,3,1553.0,11000000.0
1800 Sq Ft Full Furnished Flat For Rent In Bashundhara Near Daily Shopping, Bashundhara R-A,Block G,3,4,1585.0,14000000.0
Ready To Rent | Well-maintained 2200 Sq ft Apartment In Banasree, Banasree,South Banasree Project,4,3,1505.0,11500000.0
1250 Sq Ft Apartment For Rent In Mirpur With All Facilities, Mirpur,Paikpara,3,3,1439.0,13000000.0
A Spacious 2600 Sq Ft Apartment For Rent In Uttara-12, Uttara,Sector 12,3,4,930.0,5800000.0
Obtain Your New Residence At This 2000 Sq Ft Apartment Up For Rent At Gulshan 1 Nearb..., Gulshan,Gulshan 1,3,3,1536.0,12500000.0
This 3200 Sq Ft Flat For Rent In Baridhara-10, Baridhara,Block K,3,4,1502.0,9000000.0
"Sophisticated 3900 Sq Ft Flat Is Available For Rent In Block K, Baridhara", Baridhara,Block K,4,5,950.0,5200000.0
"3000 Sq Ft Spacious Flat For Rent In Baridhara, Block K", Baridhara,Block K,4,4,1020.0,6000000.0
Great News! This 2200 Sq Ft Home For Rent In Bashundhara R-a Which Can Be Your Next D..., Bashundhara R-A,Block J,3,3,950.0,4275000.0
In Shah Ali Bag This Apartment Is Up For Rent Which Is 1300 Sq Ft, Mirpur,Section 1,3,3,1800.0,16000000.0
1315 Sq Ft Apartment Is Ready To Rent At Shyamoli, Shyamoli,Road No 2,3,3,1055.0,5300000.0
Explore A Ready 1250 Sq Ft Apartment For Rent In Bashundhara R-A Today!, Bashundhara R-A,Block J,3,3,1050.0,3360000.0
1250 Sq Ft Apartment For Rent In Mirpur With All Facilities, Mirpur,Paikpara,3,3,750.0,3500000.0
"Pursue This 1350 Square Feet Apartment For Rent In Mirpur, Pirerbag", Mirpur,Pirerbag,3,3,935.0,6610000.0
"View This 4000 Sq Ft Apartment For Rent In Baridhara, Block K", Baridhara,Block K,4,4,1000.0,3800000.0
